code,name,city,country,timezone
TGV,Targovishte,Suedinenie,BG,Europe/Sofia
TGZ,Angel Albino Corzo International Airport,Ignacio Allende,MX,America/Mexico_City
THA,Tullahoma/William Northern Field,,US,America/Chicago
THB,Thaba-Tseka,Bergville,LS,Africa/Maseru
THC,Tchien,Zwedru,LR,Africa/Monrovia
THD,Bai Thuong Airport,Thi Tran Tho Xuan,VN,Asia/Ho_Chi_Minh
THE,Teresina Airport,Teresina,BR,America/Fortaleza
THG,Thangool,,AU,Australia/Brisbane
THH,Taharoa,Raglan,NZ,Pacific/Auckland
THI,Tichitt,'Ayoun el 'Atrous,MR,Africa/Nouakchott
THK,Thakhek,Thakhek,LA,Asia/Vientiane
THL,Tachilek Airport,Mae Sai,MM,Asia/Rangoon
THM,Thompsonfield,Mexico,US,America/Chicago
THN,Trollhattan Airport,Trollhattan,SE,Europe/Stockholm
THO,Thorshofn,,IS,Atlantic/Reykjavik
THP,Hot Springs,Thermopolis,US,America/Denver
THQ,Maijishan,Beidao,CN,Asia/Shanghai
THR,Mehrabad International Airport,Tehran,IR,Asia/Tehran
THS,Sukhothai Airport,Si Samrong,TH,Asia/Bangkok
THT,Tamchakett,Kiffa,MR,Africa/Nouakchott
THU,Pituffik Airport,,GL,America/Thule
THV,York Airport,Valley View,US,America/New_York
THW,Harbour SPB,,LK,Asia/Colombo
THX,Turukhansk Airport,Turukhansk,RU,Asia/Krasnoyarsk
THY,Thohoyandou,Thohoyandou,ZA,Africa/Johannesburg
THZ,Tahoua,Tahoua,NE,Africa/Niamey
TIA,Tirana International Airport,Preze,AL,Europe/Tirane
TIB,Tibu,Tibu,CO,America/Bogota
TIC,Tinak Island,Arno,MH,Pacific/Majuro
TID,Bouchekif Abde Al-hafidh Boussof,Tiaret,DZ,Africa/Algiers
TIE,Tippi,Tippi,ET,Africa/Addis_Ababa
TIF,Taif Airport,Ta'if,SA,Asia/Riyadh
TIG,Tingwon,,PG,Pacific/Port_Moresby
TIH,Tikehau Atoll Airport,,PF,Pacific/Tahiti
TII,Tirinkot,Tarinkot,AF,Asia/Kabul
TIJ,Tijuana Airport,Tijuana,MX,America/Tijuana
TIK,Tinker AFB,Midwest City,US,America/Chicago
TIL,Inverlake,Bembridge,CA,America/Edmonton
TIM,Timika Airport,Mapurujaya,ID,Asia/Jayapura
TIN,Tindouf Airport,Tindouf,DZ,Africa/Algiers
TIO,Tilin,Nay Pyi Taw,MM,Asia/Rangoon
TIP,Tripoli International Airport,Al 'Aziziyah,LY,Africa/Tripoli
TIQ,Tinian International,San Jose Village,MP,Pacific/Saipan
TIR,Tirupati Airport,Renigunta,IN,Asia/Kolkata
TIS,Thursday Island,,AU,Australia/Brisbane
TIU,Timaru Airport,Timaru,NZ,Pacific/Auckland
TIV,Tivat Airport,Tivat,ME,Europe/Podgorica
TIW,Industrial,Wollochet,US,America/Los_Angeles
TIX,Space Coast Regional,Port Saint John,US,America/New_York
TIY,Tidjikja,Tidjikja,MR,Africa/Nouakchott
TIZ,Tari Airport,Tari,PG,Pacific/Port_Moresby
TJA,Capitan Oriel Lea Plaza Airport,Tarija,BO,America/La_Paz
TJB,Tanjung Balai,Tanjungbalai,ID,Asia/Jakarta
TJC,Ticantiki,Nargana,PA,America/Panama
TJG,Tanjung Warukin,Simpang,ID,Asia/Jakarta
TJH,Tajima,Toyooka,JP,Asia/Tokyo
TJI,Capiro,Trujillo,HN,America/Tegucigalpa
TJK,Tokat,Yesilyurt,TR,Europe/Istanbul
TJL,Três Lagoas Airport,Tres Lagoas,BR,America/Campo_Grande
TJM,Roshchino International Airport,Moskovskiy,RU,Asia/Yekaterinburg
TJN,Takume,Atuona,PF,Pacific/Tahiti
TJQ,Bulutumbang Airport,Tanjung Pandan,ID,Asia/Jakarta
TJS,Tanjung Selor,Tanjung Palas,ID,Asia/Makassar
TJU,Kulyab Airport,Kulob,TJ,Asia/Dushanbe
TJV,Thanjavur,Thanjavur,IN,Asia/Kolkata
TKA,Talkeetna,,US,America/Anchorage
TKB,Tekadu,,PG,Pacific/Port_Moresby
TKC,Tiko,Mutengene,CM,Africa/Douala
TKD,Takoradi Airport,,GH,Africa/Accra
TKE,Tenakee SPB,Sitka,US,America/Anchorage
TKF,Truckee-Tahoe,Truckee,US,America/Los_Angeles
TKG,Radin Inten II Airport,Natar,ID,Asia/Jakarta
TKH,Nakhon Sawan,Takhli,TH,Asia/Bangkok
TKI,Tokeen,,US,America/Anchorage
TKJ,Tok,,US,America/Anchorage
TKK,Chuuk International Airport,Weno Town,FM,Pacific/Chuuk
TKL,Taku SPB,,US,America/Anchorage
TKM,El Peten,,GT,America/Guatemala
TKN,Tokunoshima,Naze,JP,Asia/Tokyo
TKO,Tlokoeng,Mokhotlong,LS,Africa/Maseru
TKP,Takapoto,,PF,Pacific/Tahiti
TKQ,Kigoma Airport,Kigoma,TZ,Africa/Dar_es_Salaam
TKR,Thakurgaon,Thakurgaon,BD,Asia/Dhaka
TKS,Tokushima Awaodori Airport,Narutocho-mitsuishi,JP,Asia/Tokyo
TKT,Tak,Tak,TH,Asia/Bangkok
TKU,Turku Airport,Turku,FI,Europe/Helsinki
TKV,Tatakoto,,PF,Pacific/Tahiti
TKW,Tekin,Porgera,PG,Pacific/Port_Moresby
TKX,Takaroa,Tautira,PF,Pacific/Tahiti
TKY,Turkey Creek,,AU,Australia/Perth
TKZ,Tokoroa,Tokoroa,NZ,Pacific/Auckland
TLA,Teller Airport,,US,America/Anchorage
TLB,Tarbela,Khalabat,PK,Asia/Karachi
TLC,Toluca International Airport,Toluca,MX,America/Mexico_City
TLD,Limpopo Valley,Mathathane,BW,Africa/Gaborone
TLE,Tulear,Toliara,MG,Indian/Antananarivo
TLF,Telida,Y,US,America/Anchorage
TLG,Tulagi Island,Tulaghi,SB,Pacific/Guadalcanal
TLH,Tallahassee International Airport,Tallahassee,US,America/New_York
TLI,Tolitoli,Tolitoli,ID,Asia/Makassar
TLJ,Tatalina AFS,,US,America/Anchorage
TLK,Talakan,Vitim,RU,Asia/Yakutsk
TLL,Tallinn Airport,Tallinn,EE,Europe/Tallinn
TLM,Zenata Airport,Remchi,DZ,Africa/Algiers
TLN,Hyeres Airport,,FR,Europe/Paris
TLO,Tol,,PG,Pacific/Port_Moresby
TLP,Tumolbil,,PG,Pacific/Port_Moresby
TLQ,Turpan Jiaohe Airport,Laochenglu,CN,Asia/Shanghai
TLR,Mefford Field,Tulare,US,America/Los_Angeles
TLS,Toulouse-Blagnac Airport,Blagnac,FR,Europe/Paris
TLT,Tuluksak Airport,,US,America/Anchorage
TLU,Tolu,Tolu,CO,America/Bogota
TLV,Ben Gurion International Airport,Kefar Habad,IL,Asia/Jerusalem
TLW,Talasea,,PG,Pacific/Port_Moresby
TLX,Talca,Talca,CL,America/Santiago
TLY,Plastun Airport,Plastun,RU,Asia/Vladivostok
TLZ,Catalao,Catalao,BR,America/Sao_Paulo
TMA,Henry Tift Myers,Unionville,US,America/New_York
TMB,Tamiami,Country Walk,US,America/New_York
TMC,Tambolaka Airport,Maredakamau,ID,Asia/Makassar
TMD,Timbedra,Nema,MR,Africa/Nouakchott
TME,Gabriel Vargas Santos Airport,Tame,CO,America/Bogota
TMF,Thimarafushi Airport,Veymandoo,MV,Indian/Maldives
TMG,Tomanggong,Lahad Datu,MY,Asia/Kuching
TMH,Tanahmerah,Tanahmerah,ID,Asia/Jayapura
TMI,Tumling Tar Airport,,NP,Asia/Kathmandu
TMJ,Termez Airport,Tirmiz,UZ,Asia/Samarkand
TMK,Tamky,Tam Ky,VN,Asia/Ho_Chi_Minh
TML,Tamale Airport,Tamale,GH,Africa/Accra
TMM,Tamatave,Toamasina,MG,Indian/Antananarivo
TMN,Tamana Island,Toga Village,KI,Pacific/Tarawa
TMO,Tumeremo,Guasipati,VE,America/Caracas
TMP,Tampere-Pirkkala Airport,Pirkkala,FI,Europe/Helsinki
TMQ,Tambao,Tin-Akoff,BF,Africa/Ouagadougou
TMR,Aguenar - Hadj Bey Akhamok Airport,Tamanrasset,DZ,Africa/Algiers
TMS,Sao Tome Island Airport,Sao Tome,ST,Africa/Sao_Tome
TMT,Trombetas,Abidos,BR,America/Santarem
TMU,Tambor Airport,Paquera,CR,America/Costa_Rica
TMW,Tamworth Airport,Phillip,AU,Australia/Sydney
TMX,Timimoun Airport,Timimoun,DZ,Africa/Algiers
TMY,Tiom,Karubaga,ID,Asia/Jayapura
TMZ,Thames,Thames,NZ,Pacific/Auckland
TNA,Jinan Yaoqiang International Airport,Jinan,CN,Asia/Shanghai
TNB,Tanah Grogot,Tanahgrogot,ID,Asia/Makassar
TNC,Tin City Afs,,US,America/Anchorage
TND,Trinidad,Trinidad,CU,America/Havana
TNE,Tanegashima,Nishinoomote,JP,Asia/Tokyo
TNF,Toussus-le-noble,Villiers-le-Bacle,FR,Europe/Paris
TNG,Tangier Ibn Battouta Airport,Boukhalef,MA,Africa/Casablanca
TNH,Tonghua Sanyuanpu Airport,Hulutao,CN,Asia/Shanghai
TNI,Satna,Satna,IN,Asia/Kolkata
TNJ,Kidjang Airport,Tanjungpinang,ID,Asia/Jakarta
TNK,Tununak,,US,America/Anchorage
TNL,Ternopol,Ternopil',UA,Europe/Kiev
TNM,Teniente R. Marsh Martin,Stanley,AQ,America/Santiago
TNN,Tainan Airport,Tainan,TW,Asia/Taipei
TNO,Tamarindo,Santa Cruz,CR,America/Costa_Rica
TNP,Twentynine Palms,Twentynine Palms,US,America/Los_Angeles
TNQ,Teraina,,KI,Pacific/Kiritimati
TNR,Antananarivo Airport,Antananarivo,MG,Indian/Antananarivo
TNS,Tungsten,,CA,America/Dawson_Creek
TNT,Dade Collier,Miami,US,America/New_York
TNU,Newton Municipal Airport,Newton,US,America/Chicago
TNV,Tabuaeran,Napari Village,KI,Pacific/Kiritimati
TNW,Jumandy,,EC,America/Guayaquil
TNX,Stung Treng,Stung Treng,KH,Asia/Phnom_Penh
TNZ,Tosontsengel,Tosontsengel,MN,Asia/Hovd
TOA,Torrance Airport,Torrance,US,America/Los_Angeles
TOB,Tobruk,Tobruk,LY,Africa/Tripoli
TOC,Toccoa RG Letourneau Field,Toccoa,US,America/New_York
TOD,Tioman,Kampung Tekek,MY,Asia/Kuala_Lumpur
TOE,Tozeur Airport,Tozeur,TN,Africa/Tunis
TOF,Tomsk Airport,Tomsk,RU,Asia/Novokuznetsk
TOG,Togiak Village,,US,America/Anchorage
TOH,Torres Airstrip,,VU,Pacific/Efate
TOI,Troy Municipal Airport,Troy,US,America/Chicago
TOJ,Torrejon AFB,San Fernando de Henares,ES,Europe/Madrid
TOK,Torokina,,PG,Pacific/Port_Moresby
TOL,Toledo Express Airport,Whitehouse,US,America/New_York
TOM,Tombouctou,Timbuktu,ML,Africa/Bamako
TON,Tonu,,PG,Pacific/Port_Moresby
TOO,San Vito,San Vito,CR,America/Costa_Rica
TOP,Philip Billard,Topeka,US,America/Chicago
TOQ,Barriles,Tocopilla,CL,America/Santiago
TOR,Torrington Municipal Airport,Torrington,US,America/Denver
TOS,Tromso/Langnes Airport,Tromso,NO,Europe/Oslo
TOT,Coronie,Totness,SR,America/Paramaribo
TOU,Touho,Touho,NC,Pacific/Noumea
TOV,West End SPB,,VG,America/Tortola
TOW,Toledo,Toledo,BR,America/Sao_Paulo
TOX,Tobolsk,Tobol'sk,RU,Asia/Yekaterinburg
TOY,Toyama Airport,Toyama-shi,JP,Asia/Tokyo
TOZ,Touba,Touba,CI,Africa/Abidjan
TPA,Tampa International Airport,Egypt Lake-Leto,US,America/New_York
TPC,Tarapoa,Montalvo,EC,America/Guayaquil
TPE,Taiwan Taoyuan International Airport,Taoyuan City,TW,Asia/Taipei
TPF,Peter O'Knight,Tampa,US,America/New_York
TPG,Taiping,Taiping,MY,Asia/Kuala_Lumpur
TPH,Tonopah Airport,,US,America/Los_Angeles
TPI,Tapini,,PG,Pacific/Port_Moresby
TPJ,Taplejung Suketar,,NP,Asia/Kathmandu
TPK,Tapaktuan,Tapaktuan,ID,Asia/Jakarta
TPL,Draughon-miller Central Texas Regional,Morgans Point Resort,US,America/Chicago
TPN,Tiputini,Pantoja,EC,America/Guayaquil
TPO,Tanalian Point,Anchor Point,US,America/Anchorage
TPP,Cad. FAP Guillermo del Castillo Paredes Airport,Tarapoto,PE,America/Lima
TPQ,Tepic Airport,Tepic,MX,America/Mazatlan
TPR,Tom Price,,AU,Australia/Perth
TPS,Trapani-Birgi Airport,Marsala,IT,Europe/Rome
TPT,Tapeta,Toulepleu Guere,LR,Africa/Monrovia
TPU,Tikapur,Tikapur,NP,Asia/Kathmandu
TPX,Tupai,Faanui,PF,Pacific/Tahiti
TQD,Al Taqaddum AB,Al Fallujah,IQ,Asia/Baghdad
TQL,Tarko-Sale,Tarko-Sale,RU,Asia/Yekaterinburg
TQN,Taluqan,Taloqan,AF,Asia/Kabul
TQO,Aeropuerto Internacional de Tulum Felipe Carrillo Puerto,Tulum,MX,America/Cancun
TQP,Trepell Airport,,AU,Australia/Brisbane
TQQ,Maranggo Airport,Lasehao,ID,Asia/Makassar
TQR,San Domino Island,Isole Tremiti,IT,Europe/Rome
TQS,Tres Esquinas,Solano,CO,America/Bogota
TRA,Tarama,Hirara,JP,Asia/Tokyo
TRB,Gonzalo,Turbo,CO,America/Bogota
TRC,Francisco Sarabia International Airport,Torreon,MX,America/Monterrey
TRD,Trondheim Airport Vaernes,Stjordal,NO,Europe/Oslo
TRE,Tiree Airport,Barra,GB,Europe/London
TRF,Torp Sandefjord Airport,Sandefjord,NO,Europe/Oslo
TRG,Tauranga City Airport,Tauranga,NZ,Pacific/Auckland
TRH,Trona,Searles Valley,US,America/Los_Angeles
TRI,Tri-Cities Regional Airport,Spurgeon,US,America/New_York
TRJ,Tarakbits,Mindiptana,PG,Pacific/Port_Moresby
TRK,Juwata International Airport,Tarakan,ID,Asia/Makassar
TRL,Terrell Field,Terrell,US,America/Chicago
TRM,Thermal,East Hemet,US,America/Los_Angeles
TRN,Turin Airport,Caselle Torinese,IT,Europe/Rome
TRO,Taree Airport,Cundletown,AU,Australia/Sydney
TRP,Tree Point Heliport,,US,America/Anchorage
TRQ,Tarauaca,Tarauaca,BR,America/Rio_Branco
TRR,China Bay,Trincomalee,LK,Asia/Colombo
TRS,Trieste - Friuli Venezia Giulia Airport,Ronchi dei Legionari,IT,Europe/Rome
TRT,Tremonton,Tremonton,US,America/Denver
TRU,Trujillo Airport,Huanchaco,PE,America/Lima
TRV,Trivandrum International Airport,Thiruvananthapuram,IN,Asia/Kolkata
TRW,Bonriki Airport,Betio Village,KI,Pacific/Tarawa
TRX,Memorial,Trenton,US,America/Chicago
TRY,Tororo,Tororo,UG,Africa/Kampala
TRZ,Tiruchirapalli International Airport,Tiruchirappalli,IN,Asia/Kolkata
TSA,Taipei Songshan Airport,Taipei,TW,Asia/Taipei
TSB,Tsumeb,Tsumeb,NA,Africa/Windhoek
TSC,Taisha,Taisha,EC,America/Guayaquil
TSD,Tshipise,Messina,ZA,Africa/Johannesburg
TSF,Treviso Airport,Treviso,IT,Europe/Rome
TSG,Intermediate,,US,America/Anchorage
TSH,Tshikapa,Tshikapa,CD,Africa/Lubumbashi
TSI,Tsili Tsili,,PG,Pacific/Port_Moresby
TSJ,Tsushima Airport,Busan,JP,Asia/Tokyo
TSK,Taskul,Kavieng,PG,Pacific/Port_Moresby
TSL,Tamuin,Tamuin,MX,America/Mexico_City
TSM,Taos,Taos,US,America/Denver
TSN,Tianjin Binhai International Airport,,CN,Asia/Shanghai
TSO,Tresco,Hugh Town,GB,Europe/London
TSP,Kern County,Tehachapi,US,America/Los_Angeles
TSQ,Torres,Torres,BR,America/Sao_Paulo
TSR,Timisoara Traian Vuia International Airport,Giarmata-Vii,RO,Europe/Bucharest
TSS,East 34th St Heliport,East Newark,US,America/New_York
TST,Trang Airport,Trang,TH,Asia/Bangkok
TSU,Tabiteuea South,Temaiku Village,KI,Pacific/Tarawa
TSV,Townsville Airport,Townsville,AU,Australia/Brisbane
TSW,Tsewi,,PG,Pacific/Port_Moresby
TSX,Tanjung Santan,Bontang Baru,ID,Asia/Makassar
TSY,Tasikmalaya,Jati,ID,Asia/Jakarta
TSZ,Tsetserleg,Jargalant,MN,Asia/Ulaanbaatar
TTA,Tan Tan Airport,Tan-Tan,MA,Africa/Casablanca
TTB,Arbatax,Tortoli,IT,Europe/Rome
TTC,Taltal,Taltal,CL,America/Santiago
TTD,Troutdale,La Center,US,America/Los_Angeles
TTE,Babullah Airport,Ternate,ID,Asia/Jayapura
TTG,Tartagal,Tartagal,AR,America/Argentina/Salta
TTH,Thumrait,Salalah,OM,Asia/Muscat
TTI,Tetiaroa Island,Mahina,PF,Pacific/Tahiti
TTJ,Tottori Airport,Tottori,JP,Asia/Tokyo
TTL,Turtle Island,,FJ,Pacific/Fiji
TTM,Tablon De Tamara,Pore,CO,America/Bogota
TTN,Trenton-Mercer Airport,Ewing,US,America/New_York
TTO,Britton Municipal Airport,Britton,US,America/Chicago
TTQ,Tortuquero,Cariari,CR,America/Costa_Rica
TTR,Tana Toraja,Tangratte,ID,Asia/Makassar
TTS,Tsaratanana,,MG,Indian/Antananarivo
TTT,Taitung Airport,Taitung City,TW,Asia/Taipei
TTU,Sania Ramel,Tetouan,MA,Africa/Casablanca
TTW,Tissa Tank,Wattegama,LK,Asia/Colombo
TTX,Mungalalu Truscott Airbase,,AU,Australia/Perth
TUA,Tulcan,Tulcan,EC,America/Guayaquil
TUB,Tubuai,Moerai,PF,Pacific/Tahiti
TUC,Benj Matienzo,San Miguel de Tucuman,AR,America/Argentina/Tucuman
TUD,Tambacounda,Tambacounda,SN,Africa/Dakar
TUE,Tupile,Nombre de Dios,PA,America/Panama
TUF,Val de Loire Airport,Parcay-Meslay,FR,Europe/Paris
TUG,Tuguegarao Airport,Carig,PH,Asia/Manila
TUH,Arnold AFS,Tullahoma,US,America/Chicago
TUI,Turaif Airport,Turayf,SA,Asia/Riyadh
TUJ,Tum,Bako,ET,Africa/Addis_Ababa
TUK,Turbat Airport,Turbat,PK,Asia/Karachi
TUL,Tulsa International Airport,Owasso,US,America/Chicago
TUM,Tumut,Tumut,AU,Australia/Sydney
TUN,Tunis-Carthage International Airport,Ariana,TN,Africa/Tunis
TUO,Taupo Airport,Taupo,NZ,Pacific/Auckland
TUP,Tupelo Regional Airport,Tupelo,US,America/Chicago
TUQ,Tougan,Tougan,BF,Africa/Ouagadougou
TUR,Tucurui,Tucurui,BR,America/Belem
TUS,Tucson International Airport,Summit,US,America/Phoenix
TUT,Tauta,,PG,Pacific/Port_Moresby
TUU,Tabuk Regional Airport,Tabuk,SA,Asia/Riyadh
TUV,Tucupita,Tucupita,VE,America/Caracas
TUW,Tubala,Mulatupo,PA,America/Panama
TUX,Tumbler Ridge,Tumbler Ridge,CA,America/Vancouver
TUY,Tulum,Tulum,MX,America/Cancun
TUZ,Tucuma,Tupa,BR,America/Belem
TVA,Morafenobe,Mahabe,MG,Indian/Antananarivo
TVC,Cherry Capital Airport,Traverse City,US,America/Detroit
TVF,Thief River Falls Regional Airport,Thief River Falls,US,America/Chicago
TVI,Thomasville Municipal Airport,Thomasville,US,America/New_York
TVL,South Lake Tahoe,South Lake Tahoe,US,America/Los_Angeles
TVS,Tangshan Sannuhe Airport,Fengrun,CN,Asia/Shanghai
TVU,Matei Airport,Lambasa,FJ,Pacific/Fiji
TVY,Dawe Airport,Dawei,MM,Asia/Rangoon
TWA,Twin Hills,,US,America/Anchorage
TWB,Toowoomba,Wilsonton Heights,AU,Australia/Brisbane
TWC,Tumxuk Tangwangcheng Airport,Aqal,CN,Asia/Shanghai
TWD,Port Townsend,Port Townsend,US,America/Los_Angeles
TWE,Taylor,,US,America/Anchorage
TWF,Magic Valley Regional Airport,Twin Falls,US,America/Boise
TWH,Two Harbors,Avalon,US,America/Los_Angeles
TWN,Tewantin,Noosaville,AU,Australia/Brisbane
TWP,Torwood,,AU,Australia/Brisbane
TWT,Tawitawi,Bongao,PH,Asia/Manila
TWU,Tawau Airport,Tawau,MY,Asia/Kuching
TWY,Tawa,,PG,Pacific/Port_Moresby
TWZ,Pukaki/Twizel,Pleasant Point,NZ,Pacific/Auckland
TXC,Balbasovo Air Base,Orsha,BY,Europe/Minsk
TXE,Rembele Airport,Simpang Teritit,ID,Asia/Jakarta
TXF,Teixeira de Freitas Airport,Teixeira,BR,America/Bahia
TXG,Taichung,Taichung,TW,Asia/Taipei
TXK,Texarkana Municipal Airport,Texarkana,US,America/Chicago
TXL,Tegel Airport,Tegel,DE,Europe/Berlin
TXM,Teminabuan,Teminabuan,ID,Asia/Jayapura
TXN,Huangshan Tunxi International Airport,Yiqi,CN,Asia/Shanghai
TXR,Tanbar,,AU,Australia/Brisbane
TXU,Tabou,Tabou,CI,Africa/Abidjan
TYA,Tula,Tula,RU,Europe/Moscow
TYB,Tibooburra,,AU,Australia/Sydney
TYC,Taiyuan Yaocheng Airport,Mengfeng,CN,Asia/Shanghai
TYD,Tynda Airport,Tynda,RU,Asia/Yakutsk
TYE,Tyonek,Nikiski,US,America/Anchorage
TYF,Torsby Airport,Torsby,SE,Europe/Stockholm
TYG,Thylungra,,AU,Australia/Brisbane
TYL,Captain FAP Victor Montes Arias Airport,Talara,PE,America/Lima
TYM,Staniel Cay,Black Point,BS,America/Nassau
TYN,Taiyuan Wusu International Airport,Xiaodian,CN,Asia/Shanghai
TYP,Tobermorey,,AU,Australia/Darwin
TYR,Tyler Pounds Regional Airport,Chandler,US,America/Chicago
TYS,McGhee Tyson Airport,Alcoa,US,America/New_York
TYT,Treinta-y-Tres,Treinta y Tres,UY,America/Montevideo
TYZ,Taylor,Taylor,US,America/Phoenix
TZA,Municipal,Belize City,BZ,America/Belize
TZC,Tuscola Area,Caro,US,America/Detroit
TZL,Tuzla International Airport,Svojat,BA,Europe/Sarajevo
TZM,Tizimin,Tizimin,MX,America/Merida
TZN,South Andros,Andros Town,BS,America/Nassau
TZO,Tsimiroro,,MG,Indian/Antananarivo
TZX,Trabzon Airport,Trabzon,TR,Europe/Istanbul
UAB,Adana-Incirlik Airbase,Yuregir,TR,Europe/Istanbul
UAC,San Luis Rio Colorado,San Luis Rio Colorado,MX,America/Hermosillo
UAE,Mount Aue,Minj,PG,Pacific/Port_Moresby
UAH,Ua Huka,,PF,Pacific/Marquesas
UAI,Suai,Suai,TL,Asia/Dili
UAK,Narsarsuaq Airport,Narsaq,GL,America/Godthab
UAL,Luau,Luau,AO,Africa/Luanda
UAM,Andersen AFB,Hagatna Village,GU,Pacific/Guam
UAP,Ua Pou,Taiohae,PF,Pacific/Marquesas
UAQ,San Juan Airport,San Juan,AR,America/Argentina/San_Juan
UAR,Bouarfa,,MA,Africa/Casablanca
UAS,Samburu,Isiolo,KE,Africa/Nairobi
UAX,Uaxactun,San Jose,GT,America/Guatemala
UBA,Uberaba Airport,Uberaba,BR,America/Sao_Paulo
UBB,Mabuiag Island,,AU,Australia/Brisbane
UBI,Buin,Panguna,PG,Pacific/Port_Moresby
UBJ,Yamaguchi Ube Airport,Ube,JP,Asia/Tokyo
UBN,New Ulaanbaatar International Airport,Zuunmod,MN,Asia/Ulaanbaatar
UBP,Ubon Ratchathani International Airport,Ubon Ratchathani,TH,Asia/Bangkok
UBR,Ubrub,,ID,Asia/Jayapura
UBS,Lowndes County,Columbus,US,America/Chicago
UBT,Ubatuba,Ubatuba,BR,America/Sao_Paulo
UBU,Kalumburu,,AU,Australia/Perth
UCA,Oneida County,Clark Mills,US,America/New_York
UCB,Ulanqab Jining Airport,Jining,MN,Asia/Shanghai
UCC,Yucca Flat,Beatty,US,America/Los_Angeles
UCE,Eunice,Eunice,US,America/Chicago
UCK,Lutsk,Luts'k,UA,Europe/Kiev
UCN,Buchanan,Buchanan,LR,Africa/Monrovia
UCT,Ukhta Airport,Sosnogorsk,RU,Europe/Moscow
UCY,Everett-Stewart,Union City,US,America/Chicago
UDA,Undarra,Ravenshoe,AU,Australia/Brisbane
UDD,Bermuda Dunes,Bermuda Dunes,US,America/Los_Angeles
UDE,Volkel,Uden,NL,Europe/Amsterdam
UDI,Uberlandia-Ten. Cel. Av. Cesar Bombonato Airport,Uberlandia,BR,America/Sao_Paulo
UDJ,Uzhgorod,Uzhhorod,UA,Europe/Uzhgorod
UDN,Airfield,Pasian di Prato,IT,Europe/Rome
UDO,Udomxay,Muong Xen,LA,Asia/Vientiane
UDR,Maharana Pratap Airport,Udaipur,IN,Asia/Kolkata
UEE,Queenstown,Queenstown,AU,Australia/Hobart
UEL,Quelimane Airport,Quelimane,MZ,Africa/Maputo
UEN,Urengoy,Urengoy,RU,Asia/Yekaterinburg
UEO,Kume-jima Airport,Naha-shi,JP,Asia/Tokyo
UER,Puertollano,Puertollano,ES,Europe/Madrid
UES,Waukesha,Waukesha,US,America/Chicago
UET,Quetta Airport,Kot Malik,PK,Asia/Karachi
UFA,Ufa International Airport,Avdon,RU,Asia/Yekaterinburg
UGA,Bulgan,Bulgan,MN,Asia/Ulaanbaatar
UGB,Ugashik Bay,,US,America/Anchorage
UGC,Urgench Airport,Urganch,UZ,Asia/Samarkand
UGI,Uganik,,US,America/Anchorage
UGL,Union Glacier Blue-Ice Runway,,AQ,Antarctica/South_Pole
UGN,Memorial,Waukegan,US,America/Chicago
UGO,Uige,Uige,AO,Africa/Luanda
UGS,Ugashik,,US,America/Anchorage
UGT,Umnugobitour,Dalandzadgad,MN,Asia/Ulaanbaatar
UGU,Zugapa,Beoga,ID,Asia/Jayapura
UHE,Kunovice,Uherske Hradiste,CZ,Europe/Prague
UHS,Aleksandrovsk-Sakhalinskiy Airport,Aleksandrovsk-Sakhalinskiy,RU,Asia/Sakhalin
UHT,Ummahat Water Aerodrome,,SA,Asia/Riyadh
UIB,El Carano Airport,Quibdo,CO,America/Bogota
UIH,Phu Cat Airport,Qui Nhon,VN,Asia/Ho_Chi_Minh
UII,Utila,Corozal,HN,America/Tegucigalpa
UIK,Ust-Ilimsk,Ust'-Ilimsk,RU,Asia/Irkutsk
UIL,Quillayute State,Forks,US,America/Los_Angeles
UIN,Quincy Municipal Airport,Payson,US,America/Chicago
UIO,Mariscal Sucre International Airport,Quito,EC,America/Guayaquil
UIP,Pluguffan Airport,Pluguffan,FR,Europe/Paris
UIQ,Quine Hill,,VU,Pacific/Efate
UIR,Quirindi,Quirindi,AU,Australia/Sydney
UIT,Jaluit Island,Jabor,MH,Pacific/Majuro
UIZ,Berz-Macomb,Utica,US,America/Detroit
UJE,Ujae Island,Ujae,MH,Pacific/Majuro
UJN,Uljin,Cheongsong gun,KR,Asia/Seoul
UJU,Uiju Airfield,Uiju,KP,Asia/Pyongyang
UKA,Ukunda Airport,Gazi,KE,Africa/Nairobi
UKB,Kobe Airport,Kobe,JP,Asia/Tokyo
UKE,Utkela Airport,Utkela,IN,Asia/Kolkata
UKG,Ust-Kuiga,Ust-Kuyga,RU,Asia/Yakutsk
UKH,Mukhaizna,Hayma',OM,Asia/Muscat
UKI,Ukiah,Ukiah,US,America/Los_Angeles
UKK,Ust-Kamenogorsk Airport,Belusovka,KZ,Asia/Almaty
UKN,Waukon Municipal Airport,Waukon,US,America/Chicago
UKR,Mukeiras,Mukayras,YE,Asia/Aden
UKS,Belbek,Inkerman,KX,Europe/Simferopol
UKT,Upper Bucks,Quakertown,US,America/New_York
UKU,Nuku,,PG,Pacific/Port_Moresby
UKX,Ust-Kut Airport,Ust'-Kut,RU,Asia/Irkutsk
UKY,Kyoto,Kyoto,JP,Asia/Tokyo
ULA,San Julian,San Julian,AR,America/Argentina/Rio_Gallegos
ULB,Ulei,Lakatoro,VU,Pacific/Efate
ULC,Los Cerrillos,Lo Prado,CL,America/Santiago
